Ville,Année-Modèle,Boite de vitesses,Type de carburant,Kilométrage,Marque,Modèle,Nombre de portes,Origine,Première main,Puissance fiscale,Prix
Casablanca,2022,Automatique,Diesel,57499.5,Audi,Q3,5.0,WW au Maroc,Oui,8,369000
Casablanca,2022,Manuelle,Essence,2499.5,Chery,Tiggo 2 Pro,5.0,WW au Maroc,Oui,9,112000
Casablanca,2022,Automatique,Diesel,72499.5,Skoda,Superb,5.0,WW au Maroc,Oui,8,289000
Casablanca,2018,Manuelle,Diesel,104999.5,Ford,Fiesta,5.0,WW au Maroc,Oui,6,125000
Casablanca,2021,Automatique,Diesel,77499.5,Land Rover,Range Rover Sport,5.0,WW au Maroc,Oui,12,685000
Casablanca,2014,Automatique,Diesel,124999.5,Land Rover,Range Rover Vogue,5.0,WW au Maroc,Non,12,305000
Casablanca,2023,Automatique,Diesel,32499.5,BMW,Série 7,5.0,WW au Maroc,Oui,12,1720000
Casablanca,2023,Automatique,Diesel,104999.5,Volkswagen,Golf 8,5.0,WW au Maroc,Oui,8,300000
Casablanca,2021,Automatique,Diesel,62499.5,Peugeot,3008,5.0,WW au Maroc,Oui,6,326000
Casablanca,2024,Automatique,Essence,12499.5,Nissan,Juke,5.0,WW au Maroc,Oui,7,255000
Kénitra,2016,Manuelle,Diesel,194999.5,Volkswagen,Golf 7,3.0,Dédouanée,Oui,7,178000
Casablanca,2022,Automatique,Diesel,27499.5,Hyundai,Tucson,5.0,WW au Maroc,Oui,6,310000
Tanger,2019,Automatique,Diesel,97499.5,DS,100,5.0,WW au Maroc,Oui,8,275000
Tétouan,2019,Manuelle,Diesel,22499.5,Dacia,Logan,5.0,WW au Maroc,Oui,6,131000
Casablanca,2021,Automatique,Diesel,114999.5,Volvo,S90,5.0,WW au Maroc,Non,9,328000
Dar Bouazza,2018,Automatique,Diesel,124999.5,Volkswagen,Passat,5.0,WW au Maroc,Oui,8,220000
Casablanca,2021,Automatique,Diesel,77499.5,BMW,Série 4,5.0,WW au Maroc,Oui,8,539000
Agadir,2019,Manuelle,Diesel,144999.5,Opel,Crossland,5.0,WW au Maroc,Oui,6,153000
Casablanca,2020,Automatique,Diesel,134999.5,Hyundai,Accent,5.0,WW au Maroc,Oui,6,148000
Casablanca,2022,Manuelle,Essence,104999.5,Kia,Picanto,5.0,WW au Maroc,Oui,6,102000
Casablanca,2020,Automatique,Diesel,57499.5,Jeep,Renegade,5.0,WW au Maroc,Oui,6,228000
Casablanca,2021,Automatique,Diesel,134999.5,Jeep,Cherokee,5.0,WW au Maroc,Non,9,247000
Agadir,2017,Automatique,Diesel,104999.5,Renault,Clio,5.0,WW au Maroc,Non,6,130000
Casablanca,2023,Manuelle,Diesel,32499.5,Renault,Clio,5.0,WW au Maroc,Oui,6,168000
Casablanca,2017,Automatique,Diesel,174999.5,Porsche,Cayenne,5.0,WW au Maroc,Non,12,360000
Casablanca,2024,Manuelle,Diesel,27499.5,Opel,Corsa,5.0,WW au Maroc,Oui,6,168000
Casablanca,2024,Automatique,Diesel,27499.5,Mercedes-Benz,Classe A,5.0,WW au Maroc,Oui,7,3650000
Casablanca,2021,Manuelle,Diesel,67499.5,Fiat,Fiorino,5.0,WW au Maroc,Oui,5,115000
Fès,2021,Automatique,Diesel,184999.5,Mercedes-Benz,Classe E,5.0,WW au Maroc,Oui,8,369000
Casablanca,2019,Manuelle,Essence,62499.5,Skoda,Fabia,5.0,WW au Maroc,Non,6,115000
Casablanca,2016,Manuelle,Diesel,134999.5,Toyota,Corolla,5.0,WW au Maroc,Non,5,146000
Temara,2022,Automatique,Diesel,52499.5,Land Rover,Range Rover Evoque,5.0,WW au Maroc,Oui,8,410000
Casablanca,2023,Manuelle,Diesel,52499.5,Jeep,Renegade,5.0,WW au Maroc,Oui,6,195000
Rabat,2023,Automatique,Diesel,72499.5,Hyundai,Tucson,5.0,WW au Maroc,Oui,6,293000
Casablanca,2022,Automatique,Hybride,77499.5,Toyota,C-HR,5.0,WW au Maroc,Oui,10,223000
Casablanca,2021,Automatique,Diesel,97499.5,BMW,Série 6,5.0,WW au Maroc,Oui,12,470000
Safi,2016,Automatique,Diesel,164999.5,Jeep,Grand Cherokee,5.0,WW au Maroc,Non,12,145000
Casablanca,2019,Automatique,Diesel,174999.5,Volvo,S90,5.0,WW au Maroc,Non,8,275000
Casablanca,2020,Manuelle,Diesel,124999.5,Opel,Grandland,5.0,WW au Maroc,Oui,6,203000
Fès,2021,Automatique,Diesel,82499.5,Renault,Clio,5.0,WW au Maroc,Oui,6,143000
Casablanca,2019,Manuelle,Diesel,97499.5,Dacia,Sandero,5.0,WW au Maroc,Oui,6,139000
Marrakech,2021,Automatique,Hybride,124999.5,Mercedes-Benz,Classe GLC,5.0,Dédouanée,Oui,8,530000
Marrakech,2020,Automatique,Diesel,114999.5,Land Rover,Range Rover Sport,5.0,Importée neuve,Non,12,480000
Casablanca,2016,Automatique,Diesel,194999.5,Volkswagen,Jetta,5.0,WW au Maroc,Oui,8,145000
Rabat,2024,Manuelle,Diesel,22499.5,Opel,Corsa,5.0,WW au Maroc,Oui,6,178000
Casablanca,2021,Manuelle,Diesel,72499.5,Opel,Grandland,5.0,WW au Maroc,Oui,6,230000
Casablanca,2022,Automatique,Essence,42499.5,Nissan,Qashqai,5.0,WW au Maroc,Oui,8,249000
Casablanca,2022,Manuelle,Essence,62499.5,Volkswagen,Polo,5.0,WW au Maroc,Non,6,160000
Casablanca,2022,Manuelle,Diesel,82499.5,Peugeot,208,5.0,WW au Maroc,Non,6,148000
Casablanca,2022,Manuelle,Diesel,104999.5,Hyundai,i20,5.0,WW au Maroc,Oui,6,165000
Casablanca,2022,Manuelle,Diesel,92499.5,Seat,Arona,5.0,WW au Maroc,Oui,6,198000
Casablanca,2023,Manuelle,Essence,57499.5,Kia,Picanto,5.0,WW au Maroc,Oui,6,129000
Casablanca,2025,Automatique,Essence,32499.5,Changan,CS55,5.0,WW au Maroc,Oui,9,235000
Casablanca,2019,Automatique,Diesel,104999.5,Opel,Mokka,5.0,WW au Maroc,Oui,6,170000
Casablanca,2017,Automatique,Diesel,114999.5,BMW,Série 7,5.0,WW au Maroc,Oui,12,460000
Casablanca,1992,Manuelle,Diesel,224999.5,Mercedes-Benz,190,5.0,WW au Maroc,Non,9,39000
Casablanca,2021,Automatique,Diesel,82499.5,BMW,Série 3,5.0,WW au Maroc,Oui,8,360000
Casablanca,2023,Manuelle,Diesel,62499.5,Renault,Express,5.0,WW au Maroc,Oui,6,145000
Rabat,2017,Manuelle,Diesel,154999.5,Hyundai,Tucson,5.0,WW au Maroc,Oui,7,208000
Casablanca,2021,Manuelle,Diesel,72499.5,Opel,Grandland,5.0,WW au Maroc,Oui,6,230000
Casablanca,2022,Automatique,Essence,42499.5,Nissan,Qashqai,5.0,WW au Maroc,Oui,8,249000
Casablanca,2022,Manuelle,Essence,62499.5,Volkswagen,Polo,5.0,WW au Maroc,Non,6,160000
Casablanca,2022,Manuelle,Diesel,82499.5,Peugeot,208,5.0,WW au Maroc,Non,6,148000
Casablanca,2022,Manuelle,Diesel,104999.5,Hyundai,i20,5.0,WW au Maroc,Oui,6,165000
Casablanca,2023,Manuelle,Essence,57499.5,Kia,Picanto,5.0,WW au Maroc,Oui,6,129000
Casablanca,2025,Automatique,Essence,32499.5,Changan,CS55,5.0,WW au Maroc,Oui,9,235000
Casablanca,2019,Automatique,Diesel,104999.5,Opel,Mokka,5.0,WW au Maroc,Oui,6,170000
Casablanca,2017,Automatique,Diesel,114999.5,BMW,Série 7,5.0,WW au Maroc,Oui,12,460000
Casablanca,1992,Manuelle,Diesel,224999.5,Mercedes-Benz,190,5.0,WW au Maroc,Non,9,39000
Casablanca,2021,Automatique,Diesel,82499.5,BMW,Série 3,5.0,WW au Maroc,Oui,8,360000
Casablanca,2023,Manuelle,Diesel,62499.5,Renault,Express,5.0,WW au Maroc,Oui,6,145000
Rabat,2017,Manuelle,Diesel,154999.5,Hyundai,Tucson,5.0,WW au Maroc,Oui,7,208000
Agadir,2022,Automatique,Diesel,134999.5,Dacia,Duster,5.0,WW au Maroc,Oui,6,193000
Rabat,2019,Manuelle,Diesel,37499.5,Citroën,C3,5.0,WW au Maroc,Non,6,130000
Fès,2020,Manuelle,Diesel,87499.5,Opel,Corsa,5.0,WW au Maroc,Non,6,154000
Casablanca,2021,Manuelle,Diesel,144999.5,Renault,Clio,5.0,WW au Maroc,Oui,6,150000
Casablanca,2021,Automatique,Diesel,144999.5,Peugeot,3008,5.0,WW au Maroc,Oui,8,285000
Casablanca,2021,Automatique,Diesel,104999.5,Hyundai,Accent,5.0,WW au Maroc,Oui,6,159000
Casablanca,2021,Automatique,Essence,62499.5,Fiat,500,3.0,WW au Maroc,Oui,7,148000
Casablanca,2022,Manuelle,Diesel,77499.5,Seat,Arona,5.0,WW au Maroc,Oui,6,198000
Casablanca,2022,Manuelle,Diesel,97499.5,Renault,Captur,5.0,WW au Maroc,Oui,6,205000
Casablanca,2022,Automatique,Hybride,114999.5,Hyundai,Tucson,5.0,WW au Maroc,Oui,9,253000
Casablanca,2023,Automatique,Essence,42499.5,Kia,Sonet,5.0,WW au Maroc,Oui,9,196000
Tétouan,2020,Manuelle,Diesel,47499.5,Ford,Kuga,5.0,WW au Maroc,Oui,6,220000
Agadir,2022,Manuelle,Essence,97499.5,Kia,Picanto,5.0,WW au Maroc,Non,6,112000
Agadir,2020,Manuelle,Essence,42499.5,Toyota,Yaris,5.0,WW au Maroc,Oui,6,125000
Casablanca,2021,Automatique,Diesel,114999.5,Volvo,S90,5.0,WW au Maroc,Non,9,328000
Casablanca,2021,Automatique,Diesel,144999.5,Peugeot,3008,5.0,WW au Maroc,Oui,8,285000
Casablanca,2021,Automatique,Diesel,104999.5,Hyundai,Accent,5.0,WW au Maroc,Oui,6,159000
Kénitra,2020,Automatique,Diesel,164999.5,Volkswagen,Tiguan,5.0,Dédouanée,Oui,8,360000
Casablanca,2021,Automatique,Essence,62499.5,Fiat,500,3.0,WW au Maroc,Oui,7,148000
Casablanca,2022,Manuelle,Diesel,77499.5,Seat,Arona,5.0,WW au Maroc,Oui,6,198000
Casablanca,2022,Manuelle,Diesel,97499.5,Renault,Captur,5.0,WW au Maroc,Oui,6,205000
Casablanca,2022,Automatique,Hybride,114999.5,Hyundai,Tucson,5.0,WW au Maroc,Oui,9,253000
Casablanca,2023,Automatique,Essence,42499.5,Kia,Sonet,5.0,WW au Maroc,Oui,9,196000
Tétouan,2020,Manuelle,Diesel,47499.5,Ford,Kuga,5.0,WW au Maroc,Oui,6,220000
Agadir,2022,Manuelle,Essence,97499.5,Kia,Picanto,5.0,WW au Maroc,Non,6,112000
Agadir,2020,Manuelle,Essence,42499.5,Toyota,Yaris,5.0,WW au Maroc,Oui,6,125000
Casablanca,2023,Automatique,Diesel,104999.5,Kia,Seltos,5.0,WW au Maroc,Oui,6,217000
Tétouan,2022,Automatique,Diesel,97499.5,Audi,A4,5.0,WW au Maroc,Oui,8,330000
Kénitra,2021,Automatique,Diesel,164999.5,Land Rover,Range Rover Sport,5.0,WW au Maroc,Non,12,490000
Casablanca,2022,Automatique,Diesel,114999.5,Peugeot,3008,5.0,WW au Maroc,Oui,8,270000
Tétouan,2023,Automatique,Diesel,72499.5,Peugeot,308,5.0,WW au Maroc,Non,6,270000
Casablanca,2024,Automatique,Essence,12499.5,Fiat,500,3.0,WW au Maroc,Oui,7,159000
Casablanca,2021,Manuelle,Diesel,144999.5,Renault,Clio,5.0,WW au Maroc,Oui,6,150000
Casablanca,2021,Automatique,Diesel,144999.5,Peugeot,3008,5.0,WW au Maroc,Oui,8,285000
Casablanca,2021,Automatique,Diesel,104999.5,Hyundai,Accent,5.0,WW au Maroc,Oui,6,159000
Kénitra,2020,Automatique,Diesel,164999.5,Volkswagen,Tiguan,5.0,Dédouanée,Oui,8,360000
Casablanca,2021,Automatique,Essence,62499.5,Fiat,500,3.0,WW au Maroc,Oui,7,148000
Casablanca,2022,Manuelle,Diesel,77499.5,Seat,Arona,5.0,WW au Maroc,Oui,6,198000
Casablanca,2022,Manuelle,Diesel,97499.5,Renault,Captur,5.0,WW au Maroc,Oui,6,205000
Casablanca,2022,Automatique,Hybride,114999.5,Hyundai,Tucson,5.0,WW au Maroc,Oui,9,253000
Casablanca,2023,Automatique,Essence,42499.5,Kia,Sonet,5.0,WW au Maroc,Oui,9,196000
Tétouan,2020,Manuelle,Diesel,47499.5,Ford,Kuga,5.0,WW au Maroc,Oui,6,220000
Agadir,2022,Manuelle,Essence,97499.5,Kia,Picanto,5.0,WW au Maroc,Non,6,112000
Agadir,2020,Manuelle,Essence,42499.5,Toyota,Yaris,5.0,WW au Maroc,Oui,6,125000
Casablanca,2023,Automatique,Diesel,104999.5,Kia,Seltos,5.0,WW au Maroc,Oui,6,217000
Tétouan,2022,Automatique,Diesel,97499.5,Audi,A4,5.0,WW au Maroc,Oui,8,330000
Marrakech,2015,Manuelle,Diesel,164999.5,Nissan,Qashqai,5.0,WW au Maroc,Non,6,155000
Casablanca,2022,Manuelle,Diesel,42499.5,Renault,Captur,5.0,WW au Maroc,Oui,6,210000
Kénitra,2021,Automatique,Diesel,164999.5,Land Rover,Range Rover Sport,5.0,WW au Maroc,Non,12,490000
Casablanca,2022,Automatique,Diesel,114999.5,Peugeot,3008,5.0,WW au Maroc,Oui,8,270000
Casablanca,2016,Automatique,Essence,154999.5,Mini,Cooper,5.0,WW au Maroc,Non,7,147000
Rabat,2025,Automatique,Electrique,7499.5,Nissan,Qashqai,5.0,WW au Maroc,Oui,10,350000
Kénitra,2021,Automatique,Diesel,92499.5,Renault,Megane,5.0,WW au Maroc,Oui,6,2050000
Rabat,2015,Manuelle,Diesel,154999.5,Ford,Focus,5.0,WW au Maroc,Non,6,126000
Casablanca,2021,Automatique,Essence,52499.5,Abarth,595,3.0,WW au Maroc,Non,8,209000
Casablanca,2016,Automatique,Diesel,97499.5,Alfa Romeo,Giulietta,5.0,WW au Maroc,Oui,8,150000
Agadir,2016,Manuelle,Diesel,184999.5,Hyundai,Creta,5.0,WW au Maroc,Non,6,170000
Casablanca,2019,Automatique,Diesel,124999.5,DS,100,5.0,WW au Maroc,Oui,8,218000
Sidi Rahal,2017,Automatique,Diesel,324999.5,Audi,Q5,5.0,Dédouanée,Non,8,330000
Casablanca,2013,Manuelle,Diesel,274999.5,Citroën,Berlingo,5.0,WW au Maroc,Oui,6,120000
Meknès,2013,Automatique,Diesel,274999.5,Volkswagen,Touareg,5.0,WW au Maroc,Non,12,150000
Rabat,2020,Manuelle,Diesel,42499.5,Opel,Astra,5.0,WW au Maroc,Oui,6,187000
Agadir,2015,Automatique,Diesel,194999.5,Renault,Fluence,5.0,WW au Maroc,Non,6,113000
Tétouan,2020,Manuelle,Diesel,47499.5,Ford,Kuga,5.0,WW au Maroc,Oui,6,220000
Agadir,2022,Manuelle,Essence,97499.5,Kia,Picanto,5.0,WW au Maroc,Non,6,112000
Agadir,2020,Manuelle,Essence,42499.5,Toyota,Yaris,5.0,WW au Maroc,Oui,6,125000
Casablanca,2023,Automatique,Diesel,104999.5,Kia,Seltos,5.0,WW au Maroc,Oui,6,217000
Tétouan,2022,Automatique,Diesel,97499.5,Audi,A4,5.0,WW au Maroc,Oui,8,330000
Kénitra,2021,Automatique,Diesel,164999.5,Land Rover,Range Rover Sport,5.0,WW au Maroc,Non,12,490000
Casablanca,2022,Automatique,Diesel,114999.5,Peugeot,3008,5.0,WW au Maroc,Oui,8,270000
Casablanca,2016,Automatique,Essence,154999.5,Mini,Cooper,5.0,WW au Maroc,Non,7,147000
Rabat,2025,Automatique,Electrique,7499.5,Nissan,Qashqai,5.0,WW au Maroc,Oui,10,350000
Kénitra,2021,Automatique,Diesel,92499.5,Renault,Megane,5.0,WW au Maroc,Oui,6,2050000
Rabat,2015,Manuelle,Diesel,154999.5,Ford,Focus,5.0,WW au Maroc,Non,6,126000
Casablanca,2021,Automatique,Essence,52499.5,Abarth,595,3.0,WW au Maroc,Non,8,209000
Casablanca,2016,Automatique,Diesel,97499.5,Alfa Romeo,Giulietta,5.0,WW au Maroc,Oui,8,150000
Agadir,2016,Manuelle,Diesel,184999.5,Hyundai,Creta,5.0,WW au Maroc,Non,6,170000
Casablanca,2019,Automatique,Diesel,124999.5,DS,100,5.0,WW au Maroc,Oui,8,218000
Sidi Rahal,2017,Automatique,Diesel,324999.5,Audi,Q5,5.0,Dédouanée,Non,8,330000
Casablanca,2021,Manuelle,Diesel,144999.5,Renault,Clio,5.0,WW au Maroc,Oui,6,150000
Casablanca,2021,Automatique,Diesel,144999.5,Peugeot,3008,5.0,WW au Maroc,Oui,8,285000
Casablanca,2021,Automatique,Diesel,104999.5,Hyundai,Accent,5.0,WW au Maroc,Oui,6,159000
Kénitra,2020,Automatique,Diesel,164999.5,Volkswagen,Tiguan,5.0,Dédouanée,Oui,8,360000
Casablanca,2021,Automatique,Essence,62499.5,Fiat,500,3.0,WW au Maroc,Oui,7,148000
Casablanca,2022,Manuelle,Diesel,77499.5,Seat,Arona,5.0,WW au Maroc,Oui,6,198000
Casablanca,2022,Manuelle,Diesel,97499.5,Renault,Captur,5.0,WW au Maroc,Oui,6,205000
Casablanca,2022,Automatique,Hybride,114999.5,Hyundai,Tucson,5.0,WW au Maroc,Oui,9,253000
Casablanca,2023,Automatique,Essence,42499.5,Kia,Sonet,5.0,WW au Maroc,Oui,9,196000
Agadir,2022,Manuelle,Essence,97499.5,Kia,Picanto,5.0,WW au Maroc,Non,6,112000
Agadir,2020,Manuelle,Essence,42499.5,Toyota,Yaris,5.0,WW au Maroc,Oui,6,125000
Casablanca,2023,Automatique,Diesel,104999.5,Kia,Seltos,5.0,WW au Maroc,Oui,6,217000
Kénitra,2021,Automatique,Diesel,164999.5,Land Rover,Range Rover Sport,5.0,WW au Maroc,Non,12,490000
Marrakech,2012,Automatique,Essence,134999.5,BMW,Série 5,5.0,Dédouanée,Non,25,135000
Rabat,2016,Automatique,Diesel,124999.5,Land Rover,Range Rover Sport,5.0,WW au Maroc,Oui,12,320000
Rabat,2017,Manuelle,Diesel,154999.5,Hyundai,Tucson,5.0,WW au Maroc,Oui,7,208000
Rabat,2019,Manuelle,Diesel,37499.5,Citroën,C3,5.0,WW au Maroc,Non,6,130000
Fès,2020,Manuelle,Diesel,87499.5,Opel,Corsa,5.0,WW au Maroc,Non,6,154000
Kénitra,2020,Automatique,Diesel,164999.5,Volkswagen,Tiguan,5.0,Dédouanée,Oui,8,360000
Tanger,2019,Automatique,Hybride,194999.5,Hyundai,i30,5.0,WW au Maroc,Non,6,178000
Marrakech,2020,Manuelle,Diesel,92499.5,Ssangyong,XLV,5.0,WW au Maroc,Oui,6,149000
Casablanca,2022,Manuelle,Essence,62499.5,Volkswagen,Polo,5.0,WW au Maroc,Non,6,160000
Casablanca,2022,Manuelle,Diesel,82499.5,Peugeot,208,5.0,WW au Maroc,Non,6,148000
Casablanca,2022,Manuelle,Diesel,104999.5,Hyundai,i20,5.0,WW au Maroc,Oui,6,165000
Casablanca,2023,Manuelle,Essence,57499.5,Kia,Picanto,5.0,WW au Maroc,Oui,6,129000
Casablanca,2025,Automatique,Essence,32499.5,Changan,CS55,5.0,WW au Maroc,Oui,9,235000
Casablanca,2019,Automatique,Diesel,104999.5,Opel,Mokka,5.0,WW au Maroc,Oui,6,170000
Casablanca,2017,Automatique,Diesel,114999.5,BMW,Série 7,5.0,WW au Maroc,Oui,12,460000
Casablanca,1992,Manuelle,Diesel,224999.5,Mercedes-Benz,190,5.0,WW au Maroc,Non,9,39000
Casablanca,2021,Automatique,Diesel,82499.5,BMW,Série 3,5.0,WW au Maroc,Oui,8,360000
Casablanca,2023,Manuelle,Diesel,62499.5,Renault,Express,5.0,WW au Maroc,Oui,6,145000
Rabat,2023,Manuelle,Diesel,42499.5,Fiat,Fiorino,3.0,WW au Maroc,Oui,6,114000
Casablanca,2021,Manuelle,Diesel,114999.5,Citroën,C3,5.0,WW au Maroc,Oui,8,166000
Kénitra,2022,Automatique,Essence,52499.5,Ford,Mustang,3.0,Dédouanée,Oui,13,390000
Casablanca,2021,Manuelle,Diesel,97499.5,Peugeot,301,5.0,WW au Maroc,Oui,6,127000
Casablanca,2021,Manuelle,Diesel,72499.5,Opel,Grandland,5.0,WW au Maroc,Oui,6,230000
Casablanca,2022,Automatique,Essence,42499.5,Nissan,Qashqai,5.0,WW au Maroc,Oui,8,249000
Kénitra,2020,Automatique,Diesel,164999.5,Volkswagen,Tiguan,5.0,Dédouanée,Oui,8,360000
Casablanca,2020,Manuelle,Essence,104999.5,Citroën,C-Elysée,5.0,WW au Maroc,Oui,7,99000
Agadir,2018,Automatique,Diesel,134999.5,Nissan,Qashqai,5.0,WW au Maroc,Non,6,215000
Agadir,2006,Manuelle,Diesel,274999.5,Citroën,C4,5.0,WW au Maroc,Non,6,68000
Casablanca,2013,Automatique,Diesel,224999.5,Jaguar,XF,5.0,WW au Maroc,Non,8,128000
Casablanca,2021,Manuelle,Diesel,104999.5,Kia,Sportage,5.0,WW au Maroc,Oui,6,198000
Casablanca,2019,Automatique,Diesel,154999.5,BMW,X3,5.0,WW au Maroc,Oui,8,315000
Casablanca,2018,Automatique,Essence,104999.5,Fiat,500,5.0,WW au Maroc,Oui,7,107000
Salé,2023,Automatique,Diesel,52499.5,Jaguar,F-Pace,5.0,WW au Maroc,Non,8,520000
